0.1 : 0.812, 1.410, 13.002, 9.619, 4.944, 124.837, 1.005
0.2 : 0.804, 1.406, 12.313, 11.850, 4.943, 124.835, 1.001
0.3 : 0.797, 1.401, 11.894, 14.603, 4.942, 124.834, 0.998
0.4 : 0.791, 1.399, 11.600, 17.750, 4.941, 124.832, 0.996
0.5 : 0.787, 1.395, 11.335, 22.756, 4.940, 124.831, 0.993
0.6 : 0.782, 1.394, 11.178, 28.894, 4.939, 124.830, 0.992
0.7 : 0.777, 1.383, 11.049, 53.824, 4.939, 124.829, 0.989
0.8 : 0.774, 1.397, 10.867, 40.301, 4.938, 124.829, 0.988
1.0 : 0.767, 1.395, 10.617, 99.160, 4.936, 124.827, 0.985
1.1 : 0.765, 1.400, 10.490, 126.638, 4.935, 124.826, 0.984
1.2 : 0.762, 1.406, 10.369, 139.151, 4.934, 124.825, 0.983
1.4 : 0.757, 1.418, 10.144, 178.744, 4.933, 124.824, 0.981
1.6 : 0.753, 1.431, 9.937, 209.183, 4.931, 124.823, 0.980
1.8 : 0.749, 1.443, 9.746, 232.908, 4.930, 124.822, 0.978
2.0 : 0.745, 1.454, 9.567, 249.025, 4.928, 124.821, 0.976
3.0 : 0.727, 1.486, 8.952, 156.117, 4.924, 124.816, 0.968
4.0 : 0.713, 1.530, 8.475, 279.201, 4.919, 124.812, 0.962
5.0 : 0.701, 1.575, 8.139, 297.712, 4.914, 124.808, 0.956
6.0 : 0.690, 1.617, 7.858, 299.831, 4.911, 124.805, 0.951
7.0 : 0.680, 1.631, 7.581, 298.838, 4.910, 124.802, 0.945
8.0 : 0.669, 1.672, 7.469, 251.111, 4.907, 124.799, 0.941
9.0 : 0.661, 1.717, 7.281, 296.882, 4.904, 124.797, 0.937
10.0 : 0.654, 1.762, 7.104, 299.116, 4.902, 124.794, 0.932
noint : 0.831, 1.418, 15.605, 6.569, 4.948, 124.842, 1.014
alpha : -0.01513, 0.0032874
