0.1 : 0.835, 1.374, 8.670, 7.751, 1.645, 124.907, 0.848
0.2 : 0.834, 1.370, 8.046, 9.000, 1.645, 124.905, 0.846
0.3 : 0.832, 1.367, 7.644, 10.265, 1.644, 124.904, 0.845
0.4 : 0.832, 1.383, 7.330, 9.222, 1.643, 124.902, 0.845
0.5 : 0.831, 1.381, 7.091, 10.077, 1.643, 124.901, 0.844
0.6 : 0.830, 1.380, 6.893, 10.994, 1.642, 124.900, 0.843
0.7 : 0.829, 1.378, 6.722, 11.998, 1.642, 124.899, 0.842
0.8 : 0.828, 1.377, 6.573, 13.110, 1.642, 124.898, 0.842
1.0 : 0.827, 1.374, 6.319, 15.801, 1.641, 124.896, 0.841
1.1 : 0.826, 1.373, 6.210, 17.497, 1.641, 124.895, 0.840
1.2 : 0.825, 1.371, 6.111, 19.537, 1.640, 124.895, 0.839
1.4 : 0.823, 1.367, 5.936, 25.091, 1.640, 124.893, 0.838
1.6 : 0.822, 1.364, 5.783, 34.023, 1.639, 124.892, 0.837
1.8 : 0.820, 1.358, 5.650, 57.234, 1.639, 124.891, 0.836
2.0 : 0.819, 1.358, 5.526, 95.131, 1.638, 124.889, 0.836
3.0 : 0.815, 1.426, 5.028, 15.360, 1.636, 124.884, 0.833
4.0 : 0.810, 1.429, 4.694, 22.949, 1.635, 124.880, 0.830
5.0 : 0.806, 1.426, 4.440, 52.115, 1.633, 124.876, 0.827
6.0 : 0.802, 1.434, 4.233, 138.359, 1.632, 124.873, 0.824
7.0 : 0.799, 1.451, 4.059, 204.283, 1.631, 124.869, 0.822
8.0 : 0.795, 1.469, 3.912, 274.470, 1.630, 124.866, 0.820
9.0 : 0.792, 1.488, 3.785, 286.279, 1.629, 124.864, 0.818
10.0 : 0.789, 1.507, 3.674, 295.129, 1.628, 124.861, 0.817
noint : 0.835, 1.367, 10.986, 6.567, 1.648, 124.912, 0.851
alpha : -0.01627, 0.0069209
