0.1 : 1.043, 2.021, 5.060, 1.977, 1.183, 124.912, 0.766
0.2 : 1.038, 2.070, 4.736, 2.009, 1.182, 124.910, 0.765
0.3 : 1.034, 2.125, 4.528, 1.896, 1.182, 124.908, 0.765
0.4 : 1.030, 2.155, 4.376, 1.947, 1.182, 124.906, 0.764
0.5 : 1.025, 2.234, 4.256, 1.291, 1.182, 124.904, 0.763
0.6 : 1.022, 2.250, 4.155, 1.330, 1.182, 124.903, 0.762
0.7 : 1.017, 2.292, 4.076, 0.992, 1.182, 124.902, 0.761
0.8 : 1.014, 2.300, 3.999, 1.029, 1.182, 124.901, 0.760
1.0 : 1.008, 2.327, 3.874, 1.061, 1.182, 124.899, 0.759
1.1 : 1.005, 2.338, 3.817, 1.083, 1.182, 124.898, 0.758
1.2 : 1.003, 2.354, 3.770, 1.082, 1.182, 124.897, 0.757
1.4 : 0.999, 2.624, 3.674, 0.360, 1.181, 124.895, 0.757
1.6 : 0.992, 2.393, 3.612, 1.216, 1.182, 124.893, 0.755
1.8 : 0.988, 2.409, 3.544, 1.316, 1.182, 124.892, 0.754
2.0 : 0.983, 2.422, 3.490, 1.447, 1.182, 124.890, 0.753
3.0 : 0.962, 8.338, 3.296, 138.990, 1.181, 124.884, 0.750
4.0 : 0.964, 6.158, 3.067, 180.857, 1.176, 124.879, 0.756
5.0 : 0.949, 5.824, 2.973, 181.090, 1.175, 124.874, 0.754
6.0 : 0.935, 6.608, 2.898, 182.397, 1.175, 124.870, 0.752
7.0 : 0.923, 5.737, 2.836, 183.322, 1.174, 124.866, 0.751
8.0 : 0.911, 7.865, 2.790, 184.085, 1.173, 124.863, 0.749
9.0 : 0.900, 3.599, 2.744, 184.634, 1.173, 124.859, 0.748
10.0 : 0.890, 10.804, 2.710, 184.959, 1.172, 124.856, 0.747
noint : 1.050, 1.877, 6.180, 2.245, 1.184, 124.918, 0.768
alpha : -0.01966, 0.0086534
