0.1 : 0.775, 1.170, 12.120, 295.221, 2.136, 124.913, 0.957
0.2 : 0.770, 1.190, 11.372, 299.710, 2.136, 124.912, 0.955
0.3 : 0.770, 1.207, 10.211, 299.855, 2.135, 124.912, 0.954
0.4 : 0.770, 1.222, 9.453, 299.535, 2.135, 124.911, 0.953
0.5 : 0.767, 1.226, 9.027, 299.896, 2.135, 124.911, 0.951
0.6 : 0.766, 1.237, 8.647, 299.963, 2.135, 124.911, 0.950
0.7 : 0.764, 1.246, 8.338, 299.999, 2.135, 124.911, 0.949
0.8 : 0.763, 1.256, 8.083, 299.982, 2.135, 124.911, 0.948
1.0 : 0.753, 1.233, 7.867, 291.182, 2.138, 124.910, 0.941
1.1 : 0.751, 1.239, 7.696, 289.589, 2.138, 124.910, 0.940
1.2 : 0.749, 1.245, 7.546, 288.220, 2.138, 124.910, 0.939
1.4 : 0.746, 1.256, 7.289, 286.049, 2.138, 124.909, 0.937
1.6 : 0.743, 1.267, 7.062, 287.571, 2.138, 124.909, 0.935
1.8 : 0.741, 1.279, 6.857, 289.933, 2.138, 124.909, 0.934
2.0 : 0.739, 1.291, 6.665, 292.955, 2.137, 124.909, 0.933
3.0 : 0.728, 1.336, 5.912, 297.902, 2.139, 124.907, 0.926
4.0 : 0.718, 1.381, 5.516, 272.466, 2.139, 124.906, 0.920
5.0 : 0.711, 1.426, 5.137, 250.751, 2.139, 124.905, 0.915
6.0 : 0.695, 1.318, 4.939, 266.440, 2.144, 124.905, 0.901
7.0 : 0.688, 1.342, 4.724, 249.457, 2.144, 124.904, 0.897
8.0 : 0.682, 1.361, 4.522, 251.332, 2.145, 124.903, 0.893
9.0 : 0.676, 1.381, 4.351, 156.923, 2.146, 124.903, 0.888
10.0 : 0.670, 1.399, 4.203, 166.549, 2.147, 124.902, 0.884
noint : 0.771, 1.112, 19.264, 233.564, 2.140, 124.914, 0.957
alpha : -0.00378, 0.0063419
