0.1 : 0.904, 1.491, 6.433, 5.217, 1.084, 124.939, 0.726
0.2 : 0.894, 1.479, 6.122, 5.914, 1.086, 124.939, 0.722
0.3 : 0.886, 1.469, 5.931, 6.620, 1.087, 124.938, 0.718
0.4 : 0.879, 1.460, 5.792, 7.373, 1.088, 124.938, 0.715
0.5 : 0.872, 1.452, 5.682, 8.202, 1.089, 124.938, 0.713
0.6 : 0.867, 1.445, 5.589, 9.132, 1.090, 124.937, 0.711
0.7 : 0.862, 1.438, 5.509, 10.191, 1.091, 124.937, 0.709
0.8 : 0.857, 1.432, 5.438, 11.281, 1.091, 124.937, 0.707
1.0 : 0.849, 1.427, 5.310, 13.292, 1.092, 124.936, 0.704
1.1 : 0.846, 1.425, 5.254, 14.471, 1.093, 124.936, 0.702
1.2 : 0.843, 1.424, 5.201, 15.801, 1.093, 124.936, 0.701
1.4 : 0.837, 1.421, 5.101, 19.047, 1.094, 124.936, 0.699
1.6 : 0.832, 1.420, 5.000, 23.345, 1.095, 124.935, 0.697
1.8 : 0.828, 1.419, 4.909, 29.520, 1.096, 124.935, 0.695
2.0 : 0.824, 1.418, 4.826, 39.374, 1.096, 124.935, 0.693
3.0 : 0.808, 1.440, 4.493, 56.090, 1.099, 124.934, 0.686
4.0 : 0.795, 1.459, 4.247, 240.211, 1.101, 124.932, 0.680
5.0 : 0.784, 1.489, 4.053, 299.574, 1.103, 124.932, 0.675
6.0 : 0.775, 1.517, 3.894, 299.543, 1.105, 124.931, 0.670
7.0 : 0.767, 1.546, 3.758, 299.279, 1.106, 124.930, 0.666
8.0 : 0.759, 1.536, 3.646, 93.501, 1.108, 124.929, 0.661
9.0 : 0.750, 2.003, 3.549, 0.001, 1.110, 124.929, 0.656
10.0 : 0.744, 2.013, 3.457, 0.001, 1.112, 124.928, 0.653
noint : 0.924, 1.511, 7.750, 4.095, 1.080, 124.940, 0.736
alpha : -0.00394, 0.0085178
