0.1 : 0.755, 1.014, 7.458, 39.770, 6.036, 124.908, 0.930
0.2 : 0.754, 1.014, 7.424, 41.153, 6.035, 124.908, 0.931
0.3 : 0.754, 1.014, 7.399, 42.240, 6.033, 124.908, 0.931
0.4 : 0.754, 1.015, 7.379, 43.167, 6.032, 124.908, 0.931
0.5 : 0.754, 1.015, 7.362, 43.985, 6.031, 124.908, 0.931
0.6 : 0.754, 1.015, 7.347, 44.725, 6.030, 124.908, 0.931
0.7 : 0.754, 1.015, 7.333, 45.403, 6.029, 124.908, 0.931
0.8 : 0.753, 1.015, 7.321, 46.031, 6.028, 124.908, 0.931
1.0 : 0.753, 1.016, 7.299, 47.171, 6.027, 124.908, 0.932
1.1 : 0.753, 1.016, 7.289, 47.694, 6.026, 124.908, 0.932
1.2 : 0.753, 1.016, 7.279, 48.190, 6.025, 124.908, 0.932
1.4 : 0.753, 1.016, 7.262, 49.113, 6.024, 124.908, 0.932
1.6 : 0.753, 1.017, 7.246, 49.940, 6.023, 124.908, 0.932
1.8 : 0.752, 1.017, 7.231, 50.722, 6.022, 124.908, 0.932
2.0 : 0.752, 1.017, 7.217, 51.471, 6.021, 124.908, 0.932
3.0 : 0.751, 1.019, 7.158, 54.527, 6.016, 124.908, 0.933
4.0 : 0.751, 1.020, 7.110, 56.930, 6.012, 124.908, 0.934
5.0 : 0.750, 1.021, 7.069, 58.938, 6.009, 124.908, 0.934
6.0 : 0.750, 1.023, 7.032, 60.698, 6.005, 124.908, 0.935
7.0 : 0.749, 1.024, 6.998, 62.285, 6.002, 124.908, 0.935
8.0 : 0.749, 1.025, 6.967, 63.724, 6.000, 124.908, 0.935
9.0 : 0.749, 1.026, 6.937, 64.949, 5.997, 124.908, 0.936
10.0 : 0.748, 1.027, 6.909, 65.926, 5.995, 124.908, 0.936
noint : 0.755, 1.014, 7.546, 36.428, 6.041, 124.908, 0.930
alpha : -0.00023, 0.0024398
