0.1 : 0.631, 0.920, 176.889, 290.683, 1.750, 124.876, 1.036
0.2 : 0.626, 0.923, 164.047, 294.270, 1.748, 124.873, 1.032
0.3 : 0.621, 0.926, 155.699, 297.057, 1.747, 124.870, 1.029
0.4 : 0.618, 0.928, 149.931, 299.173, 1.746, 124.868, 1.027
0.5 : 0.614, 0.930, 144.399, 299.944, 1.745, 124.866, 1.024
0.6 : 0.611, 0.932, 139.150, 299.897, 1.744, 124.864, 1.022
0.7 : 0.609, 0.934, 134.361, 299.424, 1.743, 124.862, 1.020
0.8 : 0.606, 0.935, 130.339, 298.720, 1.743, 124.860, 1.018
1.0 : 0.602, 0.938, 124.462, 296.838, 1.741, 124.858, 1.015
1.1 : 0.600, 0.939, 121.943, 295.612, 1.741, 124.856, 1.013
1.2 : 0.598, 0.941, 117.708, 293.537, 1.740, 124.855, 1.012
1.4 : 0.595, 0.944, 105.782, 288.046, 1.739, 124.853, 1.010
1.6 : 0.592, 0.946, 99.101, 281.919, 1.738, 124.850, 1.007
1.8 : 0.589, 0.949, 93.370, 274.121, 1.737, 124.848, 1.005
2.0 : 0.586, 0.951, 87.862, 265.427, 1.736, 124.846, 1.002
3.0 : 0.569, 0.930, 66.111, 262.379, 1.736, 124.838, 0.982
4.0 : 0.564, 0.937, 36.906, 265.987, 1.735, 124.831, 0.974
5.0 : 0.577, 0.949, 14.740, 292.323, 1.735, 124.824, 0.969
6.0 : 0.569, 0.953, 14.017, 296.587, 1.734, 124.818, 0.961
7.0 : 0.566, 0.959, 12.455, 292.851, 1.733, 124.813, 0.956
8.0 : 0.564, 0.965, 10.891, 281.176, 1.732, 124.808, 0.950
9.0 : 0.562, 0.970, 9.750, 242.909, 1.732, 124.804, 0.944
10.0 : 0.558, 0.976, 9.346, 232.859, 1.731, 124.799, 0.939
noint : 0.645, 0.910, 205.520, 261.738, 1.754, 124.885, 1.046
alpha : -0.02704, 0.0080277
