0.1 : 0.867, 1.183, 12.332, 157.395, 18.397, 124.833, 1.216
0.2 : 0.867, 1.183, 12.143, 209.925, 18.395, 124.833, 1.216
0.3 : 0.867, 1.183, 12.034, 267.527, 18.395, 124.833, 1.216
0.4 : 0.868, 1.186, 11.824, 194.858, 18.392, 124.833, 1.217
0.5 : 0.868, 1.185, 11.739, 269.712, 18.392, 124.832, 1.217
0.6 : 0.869, 1.187, 11.627, 235.310, 18.390, 124.832, 1.217
0.7 : 0.869, 1.188, 11.541, 237.674, 18.389, 124.832, 1.217
0.8 : 0.869, 1.188, 11.479, 299.333, 18.389, 124.832, 1.217
1.0 : 0.869, 1.189, 11.333, 297.768, 18.387, 124.832, 1.217
1.1 : 0.870, 1.190, 11.274, 296.681, 18.386, 124.832, 1.217
1.2 : 0.870, 1.191, 11.202, 295.686, 18.386, 124.831, 1.218
1.4 : 0.870, 1.192, 11.088, 291.815, 18.384, 124.831, 1.218
1.6 : 0.871, 1.195, 10.960, 235.810, 18.382, 124.831, 1.218
1.8 : 0.871, 1.194, 10.871, 291.646, 18.383, 124.831, 1.218
2.0 : 0.872, 1.199, 10.757, 186.477, 18.379, 124.831, 1.219
3.0 : 0.872, 1.200, 10.447, 295.139, 18.376, 124.830, 1.219
4.0 : 0.873, 1.205, 10.136, 246.643, 18.371, 124.829, 1.219
5.0 : 0.874, 1.208, 9.909, 252.541, 18.367, 124.829, 1.220
6.0 : 0.874, 1.211, 9.727, 258.598, 18.365, 124.828, 1.220
7.0 : 0.875, 1.214, 9.551, 262.505, 18.361, 124.828, 1.221
8.0 : 0.876, 1.217, 9.354, 298.294, 18.357, 124.828, 1.221
9.0 : 0.876, 1.219, 9.208, 299.174, 18.355, 124.827, 1.221
10.0 : 0.876, 1.221, 9.143, 296.810, 18.352, 124.827, 1.221
noint : 0.865, 1.177, 13.003, 154.492, 18.403, 124.834, 1.215
alpha : -0.00222, 0.0013735
