0.1 : 0.812, 1.361, 31.101, 258.374, 7.341, 124.781, 1.241
0.2 : 0.792, 1.439, 23.097, 299.977, 7.317, 124.775, 1.236
0.3 : 0.777, 1.502, 20.281, 260.458, 7.300, 124.770, 1.233
0.4 : 0.763, 1.543, 18.284, 238.167, 7.289, 124.766, 1.227
0.5 : 0.752, 1.623, 16.815, 298.418, 7.272, 124.763, 1.225
0.6 : 0.742, 1.716, 15.333, 298.134, 7.266, 124.760, 1.221
0.7 : 0.732, 1.705, 15.308, 286.170, 7.259, 124.757, 1.217
0.8 : 0.723, 1.766, 14.489, 247.814, 7.255, 124.755, 1.212
1.0 : 0.707, 1.896, 13.456, 233.638, 7.238, 124.750, 1.205
1.1 : 0.702, 6.615, 13.047, 130.577, 7.223, 124.748, 1.207
1.2 : 0.694, 67.776, 12.708, 126.831, 7.224, 124.746, 1.201
1.4 : 0.678, 5.816, 12.280, 149.422, 7.224, 124.742, 1.191
1.6 : 0.664, 37.415, 11.828, 105.187, 7.214, 124.738, 1.184
1.8 : 0.652, 6.130, 11.438, 160.918, 7.213, 124.735, 1.176
2.0 : 0.641, 5.712, 11.083, 15.546, 7.210, 124.731, 1.168
3.0 : 0.597, 10.679, 9.746, 10.692, 7.183, 124.717, 1.142
4.0 : 0.563, 6.549, 9.107, 10.200, 7.160, 124.705, 1.121
5.0 : 0.536, 6.989, 8.566, 164.776, 7.139, 124.694, 1.103
6.0 : 0.512, 6.685, 8.210, 189.650, 7.121, 124.685, 1.086
7.0 : 0.491, 7.001, 7.953, 161.921, 7.102, 124.676, 1.071
8.0 : 0.479, 7.158, 7.979, 191.521, 7.047, 124.668, 1.078
9.0 : 0.462, 10.484, 7.906, 8.460, 7.031, 124.660, 1.065
10.0 : 0.447, 46.915, 7.462, 9.202, 7.003, 124.653, 1.054
noint : 0.878, 1.284, 70.541, 18.088, 7.370, 124.795, 1.262
alpha : -0.04499, 0.0048185
