0.1 : 1.023, 1.539, 18.949, 28.225, 3.884, 124.849, 1.018
0.2 : 1.024, 1.536, 15.780, 118.233, 3.879, 124.846, 1.018
0.3 : 1.025, 1.554, 14.032, 299.914, 3.876, 124.843, 1.019
0.4 : 1.026, 1.579, 12.786, 297.132, 3.872, 124.840, 1.019
0.5 : 1.027, 1.600, 11.872, 297.854, 3.869, 124.838, 1.020
0.6 : 1.028, 1.619, 11.169, 285.317, 3.867, 124.836, 1.020
0.7 : 1.027, 1.620, 10.704, 54.771, 3.866, 124.834, 1.020
0.8 : 1.027, 1.622, 10.235, 117.661, 3.864, 124.833, 1.020
1.0 : 1.027, 1.643, 9.479, 298.671, 3.860, 124.830, 1.020
1.1 : 1.027, 1.656, 9.165, 292.392, 3.859, 124.828, 1.020
1.2 : 1.027, 1.667, 8.879, 256.433, 3.857, 124.827, 1.020
1.4 : 1.028, 1.691, 8.403, 292.068, 3.854, 124.824, 1.020
1.6 : 1.028, 1.719, 7.987, 296.943, 3.852, 124.822, 1.021
1.8 : 1.029, 1.746, 7.637, 299.991, 3.849, 124.820, 1.021
2.0 : 1.029, 1.773, 7.339, 295.482, 3.846, 124.818, 1.021
3.0 : 1.030, 1.919, 6.293, 298.923, 3.836, 124.809, 1.022
4.0 : 1.025, 1.917, 5.688, 293.037, 3.830, 124.801, 1.021
5.0 : 1.023, 2.020, 5.239, 299.981, 3.824, 124.794, 1.020
6.0 : 1.025, 6.115, 4.837, 197.494, 3.815, 124.788, 1.022
7.0 : 1.020, 3.839, 4.600, 100.673, 3.812, 124.782, 1.020
8.0 : 1.016, 7.830, 4.407, 97.667, 3.809, 124.777, 1.018
9.0 : 1.011, 3.799, 4.238, 97.563, 3.806, 124.772, 1.017
10.0 : 1.007, 5.463, 4.094, 97.276, 3.804, 124.767, 1.016
noint : 1.016, 1.537, 41.372, 10.663, 3.894, 124.859, 1.017
alpha : -0.02885, 0.0044566
