0.1 : 0.903, 1.570, 8.423, 3.801, 1.363, 124.910, 0.819
0.2 : 0.901, 1.578, 7.902, 4.020, 1.361, 124.908, 0.819
0.3 : 0.900, 1.585, 7.557, 4.208, 1.360, 124.906, 0.818
0.4 : 0.899, 1.629, 7.288, 3.528, 1.358, 124.904, 0.818
0.5 : 0.897, 1.635, 7.083, 3.610, 1.357, 124.902, 0.818
0.6 : 0.896, 1.641, 6.913, 3.691, 1.356, 124.901, 0.817
0.7 : 0.894, 1.645, 6.767, 3.773, 1.356, 124.900, 0.817
0.8 : 0.893, 1.650, 6.640, 3.855, 1.355, 124.899, 0.817
1.0 : 0.890, 1.679, 6.425, 3.537, 1.353, 124.897, 0.816
1.1 : 0.889, 1.683, 6.333, 3.592, 1.353, 124.896, 0.816
1.2 : 0.887, 1.686, 6.249, 3.648, 1.352, 124.895, 0.815
1.4 : 0.885, 1.693, 6.100, 3.765, 1.351, 124.893, 0.815
1.6 : 0.883, 1.700, 5.972, 3.889, 1.350, 124.891, 0.814
1.8 : 0.880, 1.706, 5.858, 4.019, 1.349, 124.890, 0.814
2.0 : 0.878, 1.711, 5.756, 4.156, 1.348, 124.888, 0.813
3.0 : 0.868, 1.737, 5.369, 4.767, 1.344, 124.882, 0.811
4.0 : 0.859, 1.762, 5.101, 5.282, 1.341, 124.877, 0.808
5.0 : 0.852, 1.776, 4.896, 6.484, 1.338, 124.872, 0.806
6.0 : 0.842, 1.825, 4.744, 4.502, 1.337, 124.868, 0.803
7.0 : 0.836, 1.835, 4.608, 5.339, 1.335, 124.864, 0.801
8.0 : 0.829, 1.844, 4.492, 6.495, 1.333, 124.860, 0.799
9.0 : 0.819, 1.931, 4.416, 1.755, 1.332, 124.857, 0.794
10.0 : 0.813, 1.943, 4.329, 1.803, 1.331, 124.854, 0.793
noint : 0.908, 1.552, 10.108, 3.323, 1.368, 124.916, 0.821
alpha : -0.01987, 0.0075089
