0.1 : 0.960, 1.679, 5.486, 6.682, 0.843, 124.885, 0.757
0.2 : 0.956, 1.657, 4.929, 20.212, 0.839, 124.880, 0.756
0.3 : 0.956, 1.755, 4.579, 21.964, 0.836, 124.877, 0.757
0.4 : 0.955, 1.857, 4.337, 30.159, 0.834, 124.874, 0.758
0.5 : 0.952, 1.948, 4.163, 47.769, 0.832, 124.872, 0.757
0.6 : 0.949, 2.088, 4.031, 59.024, 0.830, 124.869, 0.757
0.7 : 0.944, 2.198, 3.933, 75.076, 0.829, 124.867, 0.756
0.8 : 0.941, 3.280, 3.831, 81.697, 0.827, 124.866, 0.755
1.0 : 0.931, 4.049, 3.684, 92.388, 0.826, 124.862, 0.752
1.1 : 0.926, 4.382, 3.621, 94.569, 0.825, 124.860, 0.750
1.2 : 0.922, 4.412, 3.563, 96.024, 0.825, 124.859, 0.749
1.4 : 0.918, 2.293, 3.437, 131.431, 0.823, 124.856, 0.748
1.6 : 0.912, 3.526, 3.345, 47.383, 0.821, 124.853, 0.747
1.8 : 0.905, 3.802, 3.267, 67.859, 0.820, 124.851, 0.745
2.0 : 0.900, 3.639, 3.195, 78.199, 0.819, 124.848, 0.743
3.0 : 0.891, 4.072, 2.867, 91.895, 0.809, 124.838, 0.745
4.0 : 0.873, 4.131, 2.680, 94.080, 0.804, 124.829, 0.741
5.0 : 0.856, 4.251, 2.553, 94.473, 0.799, 124.821, 0.737
6.0 : 0.841, 4.459, 2.446, 94.956, 0.795, 124.814, 0.733
7.0 : 0.826, 4.523, 2.366, 95.969, 0.792, 124.807, 0.729
8.0 : 0.813, 4.583, 2.301, 96.821, 0.789, 124.801, 0.725
9.0 : 0.800, 4.878, 2.226, 97.245, 0.786, 124.796, 0.721
10.0 : 0.789, 5.239, 2.172, 97.586, 0.783, 124.790, 0.718
noint : 0.953, 1.588, 8.011, 4.002, 0.851, 124.895, 0.756
alpha : -0.03313, 0.0122119
